BOR;AN;FI;FI_EJ;TELEMED_A1;TELEMED_A20;TELEMED_A21;TELEMED_A22;TELEMED_B1;TELEMED_B20;TELEMED_B21;TELEMED_B22;TELEMED_A2;TELEMED_A23;TELEMED_B2;TELEMED_B23;TELEMED_A3;TELEMED_A24;TELEMED_A25;TELEMED_B3;TELEMED_B24;TELEMED_B25;TELEMED_A4;TELEMED_B4;TELEMED_A17;TELEMED_A18;TELEMED_A19;TELEMED_A6;TELEMED_A26;TELEMED_A27;TELEMED_A28;TELEMED_A29;TELEMED_A30;TELEMED_A31;TELEMED_A32;TELEMED_A33;TELEMED_A34;TELEMED_A35;TELEMED_A36;TELEMED_A37;TELEMED_A38
TELEMED;2019;210987640;210780672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;1;0;1;0;0;0;0;0;0;0
TELEMED;2019;210987657;210012175;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1;1;2;0;0;0;0;1;0;1;0;0;0;0;1;0;1
TELEMED;2019;210987665;210012142;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;210987673;210012142;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;1;0;0
TELEMED;2019;210987681;210012142;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;210987699;210780706;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;;;0;1;0;0;;0;0;0;1;1;0;0;0;0;0;0;0;0;0
TELEMED;2019;210987731;210780417;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;220000012;220000020;1;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;1;1;;1;0;1;1;1;0;1;0;0;0;0;1;0;0
TELEMED;2019;220000095;220000046;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;220000368;220000103;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;;1;0;0;1;0;0;0;0;1;0;0;0;0;1
TELEMED;2019;220000541;220000152;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;;1;0;1;1;0;0;0;1;0;0;0;1;0;0
TELEMED;2019;230000820;230780041;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;230000846;230780066;0;;;;0;;;;0;0;1;1;0;;;0;;;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;230000853;230780074;1;0;0;0;0;;;;0;;0;;0;;;0;;;0;0;1;1;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;230000952;230780512;0;;;;1;0;1;0;0;;0;0;0;;;0;0;0;0;0;1;1;3;0;0;1;0;1;0;1;0;1;1;1;1;1;1
TELEMED;2019;230780082;750005068;0;;;;0;;;;1;0;1;0;0;;;0;;;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;240000372;240000059;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;12;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;240000463;240000083;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;12;0;0;0;0;0;0;1;1;0;0;0;1;0;1
TELEMED;2019;240000489;240000117;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;1;0;;1;0;0;1;1;1;1;1;0;0;0;1;0;0
TELEMED;2019;240000687;240000448;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;250000635;250000239;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;250000700;250000452;0;0;0;0;1;0;1;0;1;1;1;1;0;0;;0;0;0;0;1;0;1;3;0;0;1;0;1;0;1;1;0;0;0;1;0;0
TELEMED;2019;250000718;250000460;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;250000726;250000478;0;;;;0;0;0;0;0;;1;0;0;;;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0
TELEMED;2019;250006954;250000015;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;;1;0;1;0;0;0;1;1;0;0;0;0;0;1
TELEMED;2019;250015526;210012290;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;250015534;210012290;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;260000013;260000021;1;1;0;1;;;;;1;1;;1;1;1;0;;;;1;;1;1;5;0;0;0;1;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;260000138;260000047;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;260000237;260000088;0;;0;0;1;0;0;0;0;;0;;0;;;1;0;0;0;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;260000278;260000096;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;270000367;270000086;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0
TELEMED;2019;270000441;270000110;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;270000474;270000136;1;0;1;0;1;0;1;0;0;0;0;;0;0;0;0;;;0;0;0;0;;0;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;270000482;270000144;0;;;;0;;;;0;;1;0;0;;;0;;;0;0;0;0;;0;0;1;1;0;0;0;0;0;0;0;1;0;0
TELEMED;2019;270000573;270000219;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;280000084;280000183;1;0;1;0;0;0;0;0;1;0;1;0;0;;;0;;;0;0;0;1;10;0;0;1;0;1;0;1;1;1;0;0;0;0;0
TELEMED;2019;280000100;280000225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;1;0;0;0;0;0;0;1;0;0
TELEMED;2019;280006594;280000852;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;0;0;1;0;0;0
TELEMED;2019;280502741;280000852;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;0;0;1;1;0;0
TELEMED;2019;280502998;280000589;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;280503848;280000852;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;0;0;1;1;0;0
TELEMED;2019;280504267;280000134;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1;1;12;1;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2019;280504309;280000852;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;0;0;1;1;0;0
TELEMED;2019;280505777;280001199;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;290000025;290020700;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;3;0;0;0;1;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;290000033;290021542;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;5;1;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;290000058;290000017;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;1;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;290000066;290020700;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;3;0;0;0;1;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;290000173;290000041;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;4;1;0;1;0;0;0;1;1;0;0;0;1;0;0
TELEMED;2019;290000181;290000074;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;1;5;1;0;0;0;0;0;0;0;0;1;0;0;0;1
TELEMED;2019;290000256;290000017;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;290000272;290000090;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;1;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2019;290000975;290000546;1;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;8;1;0;1;1;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;290004324;290000017;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;290004340;290000017;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;290008853;290000074;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;290036375;290000447;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;48;1;0;0;1;0;0;1;1;0;0;0;0;0;0
TELEMED;2019;2A0000154;2A0000204;0;;;;0;;;;0;;0;;0;;;0;;;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;2B0003289;2B0003198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;2B0004212;130006810;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;1;0;1;0;1;0;1;1;0;0
TELEMED;2019;2B0004584;130016058;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;1;0;0;0;0;0;0;0;0;0
TELEMED;2019;2B0005359;2B0005342;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;300000031;300780053;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;1;1;0;0;0;0
TELEMED;2019;300008588;940023849;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;;0;0;0;0;0;0;1;0;1;0;0;1;0;1
TELEMED;2019;300008638;940023849;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;;0;0;0;0;0;0;0;0;1;0;0;1;0;1
TELEMED;2019;300012309;420002438;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;0;1;1;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;300013745;420002438;0;0;0;0;1;0;0;0;0;0;1;0;0;0;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;300780137;920028396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;300782117;300780038;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;310000310;310780671;0;;;;1;0;0;0;0;;1;1;0;;;0;;;0;0;0;1;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;310013628;310786256;1;0;1;0;0;;;;1;0;0;;1;0;0;0;;;0;0;0;1;18;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;310016977;310781406;1;1;0;1;0;;;;1;1;0;;0;0;0;0;;;0;0;1;0;;0;0;1;1;1;0;1;1;0;0;0;1;0;0
TELEMED;2019;310019351;310781406;1;1;0;1;0;;;;1;1;0;;1;1;0;0;;;0;0;1;0;;0;0;1;1;1;0;1;1;0;0;0;0;0;0
TELEMED;2019;310021571;310021563;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;10;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;310022298;310781406;1;0;1;0;0;;;;1;0;0;;0;0;0;0;;;0;0;1;1;60;1;0;1;1;1;0;1;1;0;0;0;1;0;0
TELEMED;2019;310022330;310022322;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;0;;0;0;1;0;1;0;1;0;0;0;0;1;0;1
TELEMED;2019;310025333;310781406;1;0;0;1;0;;;;1;1;0;;1;0;1;0;;;0;0;1;0;;0;0;1;1;1;0;1;1;0;0;0;1;0;0
TELEMED;2019;310780259;310000096;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;;1;0;0;0;0;0;1;1;0;0;0;1;0;0
TELEMED;2019;310781505;310000492;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;310781984;310014378;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;0;1;1;0;0;1;0;0;0;0;1;0;0
TELEMED;2019;310782016;310000617;1;1;0;0;1;0;0;0;1;0;1;0;1;1;0;0;0;0;1;0;1;0;;0;0;0;0;1;0;1;1;0;0;0;1;0;1
TELEMED;2019;310782065;310000633;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1;1;0;0;0;0;0;;0;0;0;0;1;0;0;1;0;0;0;1;0;0
TELEMED;2019;310782339;310781406;0;;;;0;;;;0;;0;;0;;;0;;;0;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;310782347;310789136;0;;;;0;;;;1;0;0;;0;;;0;;;0;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;310783048;310781406;1;1;1;1;0;;;;1;1;0;;1;0;0;0;;;0;0;1;1;60;1;0;1;1;1;0;1;1;0;0;0;1;0;0
TELEMED;2019;310783055;310781406;1;1;0;1;0;;;;1;1;0;;1;0;0;0;;;0;0;1;0;;1;0;1;1;1;0;1;1;0;0;0;1;0;0
TELEMED;2019;310783063;310781406;1;0;1;0;0;;;;1;0;0;;0;0;0;0;;;0;0;1;1;60;1;0;1;1;0;0;1;1;0;0;0;1;0;0
TELEMED;2019;310786702;750043713;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;310793419;310000617;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;;0;0;1;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2019;310793807;310000617;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;;0;0;0;0;1;0;0;0;0;0;0;0;0;0
TELEMED;2019;320000086;320780117;1;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;12;1;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;320000094;320780125;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;30;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;320000128;320780158;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;0;0;0;1;0;0;0;0;1;0;0
TELEMED;2019;320000144;320780174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2019;320784333;320000565;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;1;38;1;0;1;1;1;0;1;1;0;0;0;1;0;0
TELEMED;2019;330000571;330781220;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;330000589;330027509;0;;;;0;;;;0;0;1;1;0;;;0;;;0;0;0;0;;0;0;1;0;0;0;1;0;0;0;0;1;0;0
TELEMED;2019;330000605;330781253;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;330000647;330781295;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;80;1;0;1;1;0;0;1;0;1;0;0;0;0;0
TELEMED;2019;330056516;330000258;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;;0;0;0;1;1;0;1;0;0;0;0;1;0;0
TELEMED;2019;330780446;330000258;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;110;0;0;1;1;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;330780495;330796392;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;330781337;330781196;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;330781352;330781196;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;330781360;330781196;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;330783648;330781196;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;340000033;340780055;1;1;1;1;1;0;1;1;1;0;0;0;1;1;0;0;0;0;1;0;1;1;25;1;0;1;1;0;0;1;1;0;0;0;1;0;0
TELEMED;2019;340000173;340780451;0;;;;0;0;1;0;0;;1;0;0;;;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0
TELEMED;2019;340000181;340780469;1;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;340000231;340780535;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;0;0;1;0;0;0;1;0;1;0;0;1;0;0
TELEMED;2019;340000249;340780543;0;;;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;1
TELEMED;2019;340008275;340780477;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;33;1;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;340009018;340008978;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;1;1;0;0;0;0;0
TELEMED;2019;340013168;340000264;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2019;340013218;340000264;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2019;340013309;340000264;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2019;340016476;340016468;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;7;1;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;340017839;420002438;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;340021211;340780055;1;1;1;1;1;0;1;1;1;0;0;0;1;1;0;0;0;0;1;0;1;1;25;1;0;1;1;0;0;1;1;0;0;0;1;0;0
TELEMED;2019;340024512;340001825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;340780139;340000090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;340780147;340000108;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2019;340780154;340000116;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;1;1;0;0;0;1;0;0
TELEMED;2019;340780212;340796069;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0
TELEMED;2019;340780634;340000272;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;5;1;0;0;0;0;0;1;1;0;0;0;1;0;0
TELEMED;2019;340780667;340000280;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;24;1;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;340780725;340000330;0;0;0;0;1;0;0;0;0;0;1;1;0;;;0;;;0;0;0;0;;0;0;1;0;0;0;1;1;1;0;0;0;0;0
TELEMED;2019;340780790;340000389;1;0;0;0;0;;;;0;0;0;;0;0;0;0;;;0;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;340780816;340023209;0;;;;0;;;;0;;1;0;0;;;0;;;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0
TELEMED;2019;340780824;340000405;0;0;0;0;0;0;0;0;1;0;1;0;0;;;0;;;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0
TELEMED;2019;340781608;340015171;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;16;1;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2019;340782036;340780477;1;0;0;1;1;0;0;1;1;1;1;1;0;;;0;;;0;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;340782085;340780477;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;340785161;340780477;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;;1;0;0;1;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;340796663;340780477;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;;1;0;1;0;0;0;0;1;1;0;0;0;0;1
TELEMED;2019;340798552;340798545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;0;0;0;0;1;0;0;1;1;0;0;0;0;0
