BOR;AN;FI;FI_EJ;TELEMED_A1;TELEMED_A20;TELEMED_A21;TELEMED_A22;TELEMED_B1;TELEMED_B20;TELEMED_B21;TELEMED_B22;TELEMED_A2;TELEMED_A23;TELEMED_B2;TELEMED_B23;TELEMED_A3;TELEMED_A24;TELEMED_A25;TELEMED_B3;TELEMED_B24;TELEMED_B25;TELEMED_A4;TELEMED_B4;TELEMED_A17;TELEMED_A18;TELEMED_A19;TELEMED_A6;TELEMED_A26;TELEMED_A27;TELEMED_A28;TELEMED_A29;TELEMED_A30;TELEMED_A31;TELEMED_A32;TELEMED_A33;TELEMED_A34;TELEMED_A35;TELEMED_A36;TELEMED_A37;TELEMED_A38
TELEMED;2019;350000147;350000022;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;350000154;350000030;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;350000204;350023248;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;10;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2019;350000337;350000246;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;6;0;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;350000360;350048518;0;;;;1;0;1;0;0;;1;0;0;;;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0
TELEMED;2019;350000410;350002291;0;;;;1;1;1;0;0;;1;0;0;;;1;1;0;0;1;0;0;;1;0;1;0;1;1;1;1;0;0;0;1;0;0
TELEMED;2019;350000436;350002317;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;;1;0;1;0;0;0;1;0;0;0;0;1;0;0
TELEMED;2019;350000444;350048518;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;1;0;1;0;0;1;1;0;0;0;0;0;0;0
TELEMED;2019;350000451;350002333;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0
TELEMED;2019;350000741;350005179;1;0;1;0;0;0;0;0;1;1;1;0;1;1;0;0;;;0;0;1;1;22;1;0;1;1;0;0;1;1;0;0;0;0;0;0
TELEMED;2019;350002192;220020739;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1
TELEMED;2019;350002200;350029948;0;;;;0;;;;0;;0;;0;;;0;;;0;0;0;0;;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2019;350002564;350046199;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;50;1;0;1;0;0;1;1;1;0;0;0;0;0;0
TELEMED;2019;350002812;350023503;1;1;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;;1;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;350006771;350005179;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;0;1;1;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;350007084;350005179;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;350040499;350040291;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;0;0;1;0;1;0;0;0;0;0;0;1;0;0
TELEMED;2019;350042628;350042578;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;360000038;360000046;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;360000137;360000053;0;;;;1;0;0;0;0;;1;1;0;;;1;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;360000160;360000053;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;360000251;360000111;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;166;0;0;0;0;1;0;0;0;0;0;0;0;0;0
TELEMED;2019;360002232;360000541;1;1;1;0;1;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;;1;1;1;1;1;0;1;1;1;1;0;1;1;1
TELEMED;2019;360006688;360000392;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2019;370000085;370013468;1;1;0;1;1;1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;;1;0;0;1;0;0;1;1;1;1;0;1;0;1
TELEMED;2019;370000093;370013468;1;1;0;1;1;1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;;1;0;0;1;0;0;1;1;1;1;0;1;0;1
TELEMED;2019;370000341;750721391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;370000499;370000481;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;;1;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;370000861;370000481;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;1;1;1;1;0;0;1;1;0;1;0;0;1;0;0;0;0
TELEMED;2019;370000879;370000564;1;1;0;1;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;10;1;0;1;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2019;370000903;370000614;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2019;370002040;370001067;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;1;0;0;0;0;0;0;1;0;0
TELEMED;2019;370004467;370000481;1;1;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;1;0;;1;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;370013062;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;1;0;1;0;1;0;0;1;0;0
TELEMED;2019;380000042;380780056;0;;;;0;;;;0;0;0;1;0;;;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0
TELEMED;2019;380000067;380780080;1;1;1;1;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;1;0;;0;0;0;0;1;0;1;0;0;0;0;1;0;0
TELEMED;2019;380000109;380780213;0;;;;0;;;;0;;0;;0;;;1;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;380000133;380780247;0;;;;0;;;;1;1;1;1;0;;;0;;;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;380000174;380781435;0;;;;0;;;;1;1;1;1;1;0;0;0;0;0;0;0;1;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TELEMED;2019;380000406;380784751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;380000828;690002225;1;1;0;0;0;;;;0;;0;;1;1;0;1;1;0;0;0;0;0;;1;0;0;1;1;0;1;1;0;0;0;0;0;0
TELEMED;2019;380019026;380793802;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;;0;0;0;0;1;0;1;0;0;0;0;1;0;0
TELEMED;2019;380784801;380793802;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;1;0;0
TELEMED;2019;380785956;380795211;0;;;;0;;;;1;0;1;0;0;;;0;;;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;380793810;380793802;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;;0;0;0;0;1;0;0;0;0;0;0;1;0;0
TELEMED;2019;380803965;380793802;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;1;0;0
TELEMED;2019;390000040;390780146;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;1;0;1;0;1;0;0;0
TELEMED;2019;390000065;390780161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;390000222;390780609;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;390786408;210012290;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;400000105;400780193;1;1;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;;0;0;1;1;40;0;0;0;0;0;0;1;0;0;0;0;1;0;0
TELEMED;2019;400782769;400014213;0;;;;1;0;0;0;0;0;1;0;0;;;0;;;0;1;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;410000020;410000087;0;;;;0;;;;1;1;1;1;0;;;0;;;0;0;0;0;;0;0;1;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2019;410000046;410000103;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;410000053;410000111;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2019;410000202;410000319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;410000418;440052041;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;1;0;0;;1;0;0;0;1;0;0;0;0;0;0;0;0;0
TELEMED;2019;410000442;750005068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;1;0;1;0;1;0;0;1;0;0
TELEMED;2019;410005391;410000905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2019;420000010;420780033;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;1;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;420000036;420780058;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;2;0;0;1;1;0;0;1;0;1;1;1;1;0;0
TELEMED;2019;420000226;420013831;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;420785354;420784878;1;0;1;0;0;0;0;0;1;1;1;1;1;1;1;0;1;1;1;0;1;1;15;1;0;0;1;0;0;1;1;0;0;1;1;0;0
TELEMED;2019;430000117;430000018;1;0;0;0;1;0;0;0;1;0;1;0;1;1;0;0;1;0;0;1;1;1;25;1;0;1;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2019;430000299;430000059;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;1;0;0
TELEMED;2019;430004309;630000990;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;;0;0;0;0;1;0;0;1;0;0;0;0;0;0
TELEMED;2019;440000271;440000289;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;440000404;440000925;0;;;;0;;;;0;;1;0;0;;;0;;;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TELEMED;2019;440000503;440000313;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;23;0;0;1;1;1;0;1;1;0;0;0;0;0;0
TELEMED;2019;440000560;850009010;1;0;1;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;1;1;15;1;0;1;0;0;0;1;0;0;0;0;1;0;0
TELEMED;2019;440000644;440000347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;1;1;0;0;0;0;0;0;0;1
TELEMED;2019;440001287;440041531;0;;;;0;;;;0;;0;;0;;;0;;;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;440002459;440018661;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;;0;0;0;0;1;0;0;0;0;0;0;0;0;0
TELEMED;2019;440005080;440002590;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;;0;0;0;0;1;0;0;0;0;0;0;1;0;1
TELEMED;2019;440017598;440000289;1;1;0;1;0;0;0;;1;1;0;0;1;1;0;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2019;440036176;440002590;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;;0;0;0;0;1;0;0;0;0;0;0;1;0;1
TELEMED;2019;440036499;440002590;1;1;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;;0;0;0;0;1;0;0;0;0;0;0;1;0;1
TELEMED;2019;440039568;440002590;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;;0;0;0;0;1;0;0;0;0;0;0;1;0;1
TELEMED;2019;440041580;440041572;1;1;0;1;0;;;;1;0;0;;1;1;0;0;;;0;0;1;0;;0;0;1;0;0;0;1;0;1;0;0;0;0;0
TELEMED;2019;440050441;440002590;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;;0;0;0;0;1;0;0;0;0;0;0;1;0;1
TELEMED;2019;440055770;440002590;1;1;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;;0;0;0;0;1;0;0;0;0;0;0;1;0;1
TELEMED;2019;450000062;450000104;0;;;;0;0;0;0;0;;1;1;0;;;0;0;0;0;1;0;1;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2019;450000120;450000138;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0
TELEMED;2019;450000211;450000153;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;1;0;0;1;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;450000260;450000161;0;;;;0;;;;0;;0;;0;;;0;;;0;0;0;0;;0;0;0;1;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;450000930;450002423;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;27;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;450002613;450000088;0;1;0;1;0;;;;0;0;0;;0;0;0;0;;;0;0;0;0;;1;0;0;0;0;0;1;1;0;0;0;0;0;0
TELEMED;2019;450012935;450001466;1;1;0;0;0;;;;0;0;0;;1;1;0;0;;;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;450018395;450001466;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;0;0;0;0;1;0;0;0;0;0;0;1;0;0
TELEMED;2019;450020698;450001201;0;;;;1;1;0;0;0;;0;;0;;;0;;;0;0;0;0;;0;0;0;0;1;0;0;0;0;0;0;0;0;0
TELEMED;2019;460000045;460780083;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;460000102;460780208;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;;;0;0;1;1;7;0;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;460000110;460780216;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;460785090;;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;36;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;470000027;470014069;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0
TELEMED;2019;470000423;470016171;1;1;1;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;1;1;11;1;0;1;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2019;470000431;470000324;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;470000480;470001660;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;0;1;0;0;0;0;0;0;0;0;0
TELEMED;2019;470000563;470000381;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;0;1;0;1;0;0;0;0;1;0;0
TELEMED;2019;480000017;480780097;0;0;0;0;0;0;;;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;480000041;480780139;1;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2019;480000058;480780147;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;11;1;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;480000074;480780162;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;3;1;0;1;1;1;1;1;1;0;0;0;1;0;0
TELEMED;2019;480001403;340000264;0;0;0;0;1;1;0;0;0;0;0;;0;0;0;1;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2019;480001783;340000264;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;0;0;0;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2019;490000049;490000031;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;1;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2019;490000320;490000395;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;2;0;0;1;0;0;0;1;0;1;0;0;0;0;0
TELEMED;2019;490000635;490000676;1;1;0;1;1;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;1;1;5;0;0;0;0;1;0;1;0;0;0;0;1;0;0
TELEMED;2019;490000650;490007689;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;6;0;0;1;0;1;0;1;0;0;0;0;0;0;0
TELEMED;2019;490001765;490528452;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;;0;0;1;1;1;0;0;0;0;0;0;0;0;0
TELEMED;2019;490007499;440002590;1;1;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;;0;0;0;0;1;0;0;0;0;0;0;1;0;1
TELEMED;2019;490016334;490016326;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;490017613;440002590;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;;0;0;0;0;1;0;0;0;0;0;0;1;0;1
TELEMED;2019;490537818;490011384;1;1;0;0;0;0;0;0;0;0;0;;1;0;0;0;0;0;0;0;0;0;;0;0;1;0;0;0;1;0;0;0;0;1;0;0
TELEMED;2019;500000021;500000054;1;1;0;0;1;0;0;0;0;;1;1;0;0;0;0;0;0;0;0;0;1;15;0;0;0;0;1;0;1;0;0;0;0;1;0;0
TELEMED;2019;500000187;500000013;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;500000195;500000039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;0;0;0;1;0;0;0;1;0;0;0
TELEMED;2019;500000260;500000054;1;1;0;0;1;0;0;0;0;;1;1;0;0;0;0;0;0;0;0;0;1;15;0;0;0;0;0;0;1;0;0;0;0;1;0;0
TELEMED;2019;500000302;500000062;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;500000435;500000104;1;1;1;0;1;1;1;0;0;0;0;;0;0;0;0;;;0;0;0;0;;0;0;1;0;0;0;1;1;0;0;0;1;0;0
TELEMED;2019;500000450;500000112;0;;;;0;;;;1;0;1;1;0;;;0;;;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;500000591;500000393;0;;;;0;;;;0;0;1;0;0;;;0;;;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;500012687;310021118;0;;;;0;;;;0;;0;;1;1;0;0;;;0;0;1;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;500021274;140000159;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0
TELEMED;2019;500021282;140000159;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;510000169;510000037;0;;;;1;0;0;0;0;;0;;0;;;0;;;0;0;0;1;3;0;0;0;1;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;510002447;510000029;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;510004302;510000029;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0
TELEMED;2019;510009491;510000953;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;0;0;1;0;1;0;1;0;0;0;0;1;0;0
TELEMED;2019;520000019;520780024;0;;;;0;;;;0;;0;;0;;;1;;;0;0;;;;;;;;;;;;;;;;;
TELEMED;2019;520000027;520780032;0;;;;0;;;;0;;1;;0;;;0;;;0;0;;;;;;;;;;;;;;;;;
TELEMED;2019;520000043;520780057;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;0;0;0;0;1;0;0;0;0;0;0;0;0;0
TELEMED;2019;530000017;530000025;1;0;1;0;0;;;;1;0;1;0;0;;;0;;;0;0;0;1;7;0;0;1;0;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;530000132;530007202;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;0;0;1;0;0;0;0;0;0;0
TELEMED;2019;530000264;530000371;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;1;0;0
TELEMED;2019;530002898;440002590;1;1;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;;0;0;0;0;1;0;0;0;0;0;0;1;0;1
TELEMED;2019;530008119;490011384;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;;0;0;0;0;1;0;0;0;0;0;0;1;0;0
TELEMED;2019;530008788;440002590;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;;0;0;0;0;1;0;0;0;0;0;0;1;0;1
