AN;NOM_COURT_GHT;CODE_GHT;NOM_COMPLET_GHT;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;CAP_HTP_GEN;CAP_HTP_INF;CAP_HTP_PEN;CAP_HTP_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;FIL_TPL_GEN;FIL_TPL_INF;FIL_TPL_PEN;FIL_TPL_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;JOU_USLD;PLATOT_HAD;SEJ_HAD;JOU_HAD;FIL_HAD;BIO_B2;BIO_B3;NB_SCAN;ACT_SCAN;ACTNUI_SCAN;NB_IRM;ACT_IRM;ACTNUI_IRM;NB_CAM;ACT_CAM;ACTNUI_CAM;NB_TOMO;ACT_TOMO;ACTNUI_TOMO;NB_MAMM;ACTEX_MAMM;NB_LITHO;ACT_LITHO;ACTNUI_LITHO;NB_RADIO;ACT_RADIO;ACTNUI_RADIO;NB_VASC;ACT_VASC;ACTNUI_VASC;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_C10;BLOCS_C11;BLOCS_C12;BLOCS_C13;BLOCS_C14;BLOCS_C15;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A10;PHARMA_A16_POURCENTOUI;PHARMA_A17_POURCENTOUI;PHARMA_A18_POURCENTOUI;PHARMA_A19_POURCENTOUI;PHARMA_A20_POURCENTOUI;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;INTTOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRINF;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRINF;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;NB_ETAB;NB_CHRCHU;NB_CH;NB_CHS;NB_AUT
2020;GE-10;44110;SUD LORRAINE;1105;450;95;1650;54851;21640;6834;83325;336796;105956;23571;466323;156;60;9;225;20873;19842;2421;43136;530;45;40;615;439;35;40;514;3959;588;248;4795;124;130;0;254;8113;5537;0;13650;11;2;13;52;0;52;2751;323;201;3186;23062;10117;2639;35401;27045;10882;3037;40401;280;2884;81119;4672;10;265;158;83581;42;317;13113;223;;;9;112670;919;9;30168;95;6;13070;29;2;9880;15;3;2266;;;;29;187489;1734;7;10374;31;7;46;3;4;1;6;0;7;1;2;0;65;5;0;10;2;0;107;17;0;48246;3411;3522;1348;14975;266;1649;602;249;265;1474;63866575;20;10;10;30;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;6;8;2;4
2020;GE-11;44111;VOSGES;662;147;59;868;29835;6658;3731;40224;184161;28398;10831;223390;71;42;0;113;6007;7106;225;13338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575;5423;151363;10157;42;168;135;51138;18;282;10790;218;;;5;41078;494;4;17852;80;;;;;;;6;5494;;;;18;85852;781;;;;7;18;1;4;1;;;6;1;1;;29;3;0;5;0;;44;;;12633;1680;194;7;8235;63;948;0;513;169;1020;14814102;36.4;0;0;36.4;81.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;16;;2
2020;GUA-01;01101;ILE DU NORD;47;17;17;81;3388;804;864;5056;12255;3331;2657;18243;5;5;2;12;1266;0;84;1350;12;0;;12;12;0;;12;274;0;;274;0;0;;0;0;0;;0;0;0;0;0;0;0;177;;;131;;;;;1174;;;1174;7;13;214;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5111;220;;;;1;3;0;0;0;0;0;0;0;0;0;3;0;;1;0;0;6;0;0;2456;381;2;31;468;3;86;12;6;0;0;995011;0;0;0;50;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;
2020;GUA-02;01102;GHT DE LA GUADELOUPE;470;121;84;675;16851;6243;4586;27680;124037;32359;16386;172782;96;26;8;130;5125;4000;1794;10919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;242;1828;65107;4684;44;165;29;48400;105;307;30999;256;;;4;31033;559;2;5412;18;2;6004;;1;2101;;2;90;;;;7;40026;433;1;1199;4;3;11;3;2;1;2;;1;;1;;17;4;1;4;1;1;17;5;1;12347;2150;672;49;3612;109;716;241;182;177;349;15431250;33.3;16.7;50;42.9;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;2;6;;
2020;GUY-01;03101;GHT DE LA GUYANE;391;105;178;674;14963;3983;11620;30566;111548;27099;57611;196258;36;23;4;63;4814;900;330;6044;94;20;;114;93;10;;103;850;57;;907;20;22;;42;1096;884;;1980;;;;;;;;;;;;;;;1382;449;1500;3314;26;177;8654;0;0;30;7;9751;;;;;;;3;27478;522;3;8606;26;;;;;;;3;550;;;;8;42960;643;1;421;0;3;9;3;4;3;1;;1;;;;15;6;4;3;0;2;26;;9;7027;3745;77;46;3211;12;673;99;26;30;64;11175295;100;33.3;33.3;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;3;;
2020;HF-01;32101;AISNE NORD;773;140;79;992;36755;6984;4468;48207;218541;28461;14670;261672;55;61;1;117;6034;8066;968;15068;98;0;;98;88;0;;88;1080;0;;1080;37;15;;52;8443;1165;;9608;8;0;8;36;;36;611;;;611;4048;1008;;5053;4756;1011;;5763;524;4182;128105;6180;32;235;138;69731;56;634;22320;479;;;6;89874;943;1;12165;31;;;;;;;2;1937;1;134;2;18;86163;878;2;2981;4;5;21;4;4;3;2;0;6;0;0;0;33;7;0;4;2;1;44;35;0;15886;2210;1473;601;11270;46;1092;90;511;204;996;26145625;22.2;0;0;44.4;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;15;;1
2020;HF-02;32102;AISNE SUD- SAPHIR;350;60;40;450;18824;1785;2780;23389;98805;8784;9367;116956;4;25;;29;96;6224;250;6570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;692;16427;0;;50;30;15403;;;;;;;3;18335;172;4;7864;3;;;;;;;1;902;;;;5;40450;476;;;;3;9;1;2;1;1;1;2;;;;14;3;;2;;;14;;;7659;1223;667;86;4706;54;462;;60;50;575;7387114;50;0;0;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;2;;1
2020;HF-03;32103;ARTOIS;611;116;68;795;38063;5667;4455;48185;184331;26344;15539;226214;65;34;8;107;11152;4865;1312;17329;187;;;187;175;;;175;1740;;;1740;70;31;;101;7765;1524;;9289;8;;8;31;;31;1245;;;1355;5716;2983;118;8739;6961;3099;118;10094;172;1245;51534;4070;30;120;93;38627;;;;;;;4;32206;297;5;16480;68;2;4880;1;1;4522;3;1;759;;;;11;58865;1275;;;;7;10;1;3;2;4;;2;;1;;20;3;;4;;;14;;;13153;2707;2158;751;7386;86;893;177;172;120;120;21531167;50;25;50;50;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;5;;
2020;HF-04;32104;ARTOIS-TERNOIS;308;35;44;387;15190;2094;2904;20188;91199;9436;12030;112665;40;8;2;50;3314;2755;395;6464;130;12;;142;110;6;;116;1080;387;0;1467;36;10;;46;4234;937;0;5171;8;;8;0;0;0;906;79;0;985;3906;1301;274;5432;4896;1416;288;6535;111;1275;28445;1000;6;140;133;48036;;;;;;;2;7757;72;2;8789;517;;;;;;;1;2101;;;;6;45530;;1;900;1;2;7;2;1;1;1;1;7;;;;16;4;;1;1;;15;15;;4619;1856;388;454;4130;24;368;133;106;140;585;14356286;33.3;0;0;33.3;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;3;;2
2020;HF-05;32105;DOUAISIS;354;83;28;465;17189;3639;1945;22773;91423;18960;7643;118026;33;21;2;56;4642;3059;695;8396;130;;;130;90;;;90;1096;;;1096;40;15;;55;3941;815;;4756;;;;0;;0;656;;;656;5597;1712;791;8031;6560;1929;801;9200;70;681;18994;342;5;90;44;28305;;;;;;;2;16678;427;1;8622;112;;;;;;;;;;;;6;54475;913;;;;2;10;1;2;1;0;0;3;0;0;0;15;2;0;1;0;0;12;0;0;5073;1131;272;623;3916;21;564;165;70;90;276;188941;50;0;50;50;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;3;;
2020;HF-06;32106;HAINAUT-CAMBRÉSIS;1399;350;168;1917;70205;17027;11441;98673;402545;79118;38930;520593;113;71;13;197;11409;13912;2164;27485;470;22;;492;404;8;;412;3864;358;;4222;153;76;;229;14562;8873;;23435;3;1;4;230;4;234;2112;10;;2122;14894;5840;842;21594;19733;5878;862;26471;708;5822;173726;14148;120;348;183;112255;;;;;;;9;86630;1773;8;28311;343;2;6403;;2;6522;;3;11636;1;0;;20;215388;5723;5;5722;15;10;32;5;7;6;5;4;3;1;1;0;48;16;5;7;4;2;77;13;13;37374;5069;1872;905;16348;315;2207;481;698;348;2352;31432836;16.7;8.3;8.3;41.7;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;12;;1
2020;HF-07;32107;LILLE MÉTROPOLE FLANDRE INTÉRIEURE;2356;823;315;3494;121309;34555;20746;176610;637851;160334;76455;874640;347;210;56;613;39172;36217;6214;81603;58;19;60;137;46;19;60;125;943;146;530;1619;23;28;20;71;1545;1146;2025;4716;0;0;0;0;0;0;525;94;360;972;3467;1564;2475;7472;4519;1748;2896;9067;795;7284;225005;9266;75;480;220;143476;95;3403;37101;1505;;;16;171821;2466;15;82884;835;6;9010;0;2;8057;0;5;4716;1;90;;41;252865;10236;6;6559;39;26;113;8;10;4;10;;7;0;0;;140;12;2;23;;;180;;;80035;10522;4242;3240;28875;989;2876;137;613;278;1668;150873415;44.4;0;0;60;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;8;15;;1
2020;HF-08;32108;DUNKERQUOIS ET AUDOMAROIS;495;144;61;700;31699;7882;3946;43527;144824;34340;12978;192142;39;34;2;75;4917;5585;255;10757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;297;2903;76695;14751;83;80;40;27923;;;;;;;3;33878;228;4;15703;7;1;9;;1;194;;;;1;168;;7;80270;411;1;1311;9;2;15;2;2;2;1;0;1;0;0;0;19;4;;3;3;;27;1;;14407;1964;719;579;6802;274;700;0;345;80;543;18661599;50;0;25;50;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;4;;
2020;HF-09;32109;LITTORAL SUD;539;138;70;747;28067;7149;4407;39623;153027;30551;18242;201820;77;53;9;139;4878;6440;1171;12489;212;10;;222;176;5;;181;1622;997;;2619;50;50;;100;4841;5356;;10197;;2;2;;39;39;1177;47;;1224;5171;4291;;9462;6776;4338;;11114;178;1712;53933;3642;20;90;48;31314;;;;;;;5;40412;412;5;24485;169;2;6054;0;2;5692;0;2;4691;;;;9;74030;1421;2;795;7;4;16;1;2;2;2;1;3;0;;;23;4;;3;1;;26;2;;13863;2417;839;344;6177;132;876;206;184;90;776;23664201;66.7;33.3;66.7;66.7;66.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;2;1;
2020;HF-10;32110;OISE OUEST ET VEXIN;328;71;43;442;15669;3457;2942;22068;104383;16910;11502;132795;40;21;3;64;2103;3223;789;6115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;962;27464;3;0;305;150;105542;35;424;10440;288;;;3;37260;603;2;10310;10;1;6586;0;;531;0;2;2612;;;;9;68920;851;1;1267;6;2;10;1;1;1;0;0;3;1;0;0;14;3;;2;1;;18;14;;6969;1574;755;39;3896;26;466;0;92;305;914;11332112;25;0;0;40;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;4;;2
2020;HF-11;32111;OISE SUD;308;46;50;404;14425;2735;4165;21325;99788;12347;14185;126320;17;23;1;41;1687;3233;761;5681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;571;19801;119;7;103;57;36121;;;;;;;3;13831;258;4;5120;;;;;;;;1;222;1;312;;6;33738;672;1;1466;9;2;5;2;1;;1;;1;;;;8;2;;2;;;20;;;6105;2057;1042;99;4007;68;404;;35;73;90;9644525;33.3;0;0;66.7;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;3;;
2020;HF-12;32112;OISE NORD EST (ONE);345;75;24;444;13839;3263;2067;19169;93445;12925;7503;113873;32;28;1;61;1918;3104;371;5393;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;132;1206;35309;1385;3;150;78;50542;33;298;11035;230;;;3;17428;;1;5250;;;;;;;;1;938;;;;5;35948;;1;837;;2;5;5;1;1;2;2;1;1;0;0;9;9;3;1;0;1;12;0;5;6248;1147;645;77;3657;17;495;;105;120;389;16126031;50;0;0;50;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;3;;1
2020;HF-13;32113;PSY NORD PAS DE CALAIS;;;;;;;;;;;;;;;;;;;;;1061;34;0;1095;874;26;0;900;11891;458;3;12352;334;175;0;509;29792;14782;0;44574;21;2;23;2321;70;2391;7077;277;3;7345;50953;18273;373;68972;60065;18925;386;78861;15;101;3480;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;474;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1150;15;0;110;1676023;0;0;0;0;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;5;
2020;HF-14;32114;SOMME LITTORAL SUD;1195;409;114;1718;57584;21074;7469;86127;355892;94535;27151;477578;90;57;7;154;13243;10327;2851;26421;321;34;0;355;301;12;0;313;3355;110;;3465;123;55;7;185;13032;3123;1518;17673;0;0;0;;;;2206;74;;2276;5973;1625;764;8232;10840;2809;804;14248;497;4293;127583;5453;64;463;254;131954;85;926;36055;676;;;9;85643;998;5;22316;79;3;4195;0;1;3698;0;4;4260;2;384;;33;165953;1714;5;6161;24;8;38;10;3;1;5;1;12;1;0;;58;13;6;6;2;3;73;18;11;44416;3540;2347;1916;20120;258;1963;333;562;448;2750;87779436;23.1;7.7;7.7;23.1;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;5;10;1;2
2020;IDF-01;11101;77 NORD;715;154;110;979;31504;6473;9314;47291;213115;34486;34085;281686;69;38;3;110;5775;4794;2505;13074;274;;;274;241;;;241;4182;;;4182;103;68;;171;15051;6555;;21606;10;;10;;;;2244;;;2244;9307;5026;;14333;11811;5119;;16930;67;508;23495;0;;114;30;29568;;;;;;;5;49227;1098;4;16592;21;;;;;;;2;1063;;;;14;94024;1293;;;;3;16;2;4;3;4;1;7;2;0;0;31;8;0;4;3;0;41;35;0;13443;5506;2878;487;8349;217;997;279;67;114;46;22194807;75;50;0;75;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;3;;1
2020;IDF-02;11102;77 SUD;654;72;118;844;25727;4818;8283;38828;177281;20332;28298;225911;45;31;7;83;2204;4474;663;7341;180;;;180;139;;;139;1823;0;;1823;45;44;;89;2519;3029;;5548;;;;;;;1050;0;;1050;2491;1292;;3770;3583;1400;;4948;210;1734;58306;0;2;92;85;30330;50;420;21672;288;;;3;15690;80;2;3901;;;;;;;;3;3264;;;;10;49071;400;;;;5;10;1;4;4;5;;5;;;;24;5;;3;;;21;;;9312;3996;31;107;6378;14;886;161;158;92;619;15634604;100;0;0;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;5;;
2020;IDF-03;11103;YVELINES NORD;629;169;136;934;30730;8170;11408;50308;165991;25747;38955;230693;74;22;6;102;4317;4557;58;8932;286;43;;329;260;43;;303;3354;489;;3843;138;168;;306;21158;11965;;33123;1;2;3;16;18;34;1807;454;;2261;7542;5891;;13395;11606;6531;;18099;216;1426;55843;3995;25;192;51;60287;;;;;;;6;45546;536;3;15516;4;;;;;;;3;1468;;;;14;46741;666;2;1635;;9;21;2;4;3;2;0;6;0;;;33;5;0;5;3;0;46;13;0;15582;6160;950;137;5232;62;845;341;224;192;237;26946034;33.3;16.7;16.7;66.7;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;5;2;1
2020;IDF-04;11104;YVELINES SUD;595;103;74;772;31363;4868;6038;42269;178168;24167;22048;224383;43;23;6;72;7172;3807;1327;12306;184;;;184;178;;;178;1676;;;1676;89;87;;176;11156;7909;;19065;5;;5;0;;0;950;0;0;950;10332;3484;1654;15297;11442;3530;1654;17471;457;2904;114920;10946;81;176;92;52208;;;;;;;5;41985;1186;4;12609;32;2;4292;0;1;2876;0;2;443;;;;18;95890;1685;2;2621;12;3;9;2;2;2;1;0;4;0;0;0;16;4;0;3;1;0;28;;;10434;4063;1123;206;6115;47;804;178;453;158;925;23663748;25;0;12.5;25;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;9;;1
2020;IDF-05;11105;NORD ESSONNE;326;61;63;450;16409;2790;4749;23948;98631;13181;17381;129193;18;11;1;30;2294;1748;960;5002;87;8;;95;87;8;;95;691;81;;772;45;25;;70;5440;2789;;8229;;;;;;;503;46;;549;3215;789;;4004;3820;907;;4727;92;764;28563;530;6;;;;;;;;;;3;22278;467;3;3347;23;2;1581;;2;1731;;1;0;;;;7;47563;694;;;;3;9;1;2;2;;;;;;;11;3;;2;1;;19;10;;4434;2589;29;31;2165;12;514;95;94;;0;4964318;100;0;0;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;5;;
2020;IDF-06;11106;ILE DE FRANCE SUD;751;171;131;1053;33337;8712;11427;53476;219869;31882;40331;292082;93;47;0;140;8271;2407;503;11181;197;16;;213;100;;;100;1026;;;1026;39;10;24;73;4069;665;5920;10654;;;;;;;1522;;;924;2423;1437;;726;4188;1437;5052;10677;140;1464;36919;6481;30;73;41;30241;;;;;;;5;42110;761;3;10951;70;2;3710;;1;2804;;3;3641;;;;12;84363;1543;3;3299;4;6;13;3;4;1;3;0;2;;;;22;4;4;4;3;3;33;20;22;11735;6025;1771;704;6449;127;1077;130;128;118;230;23287976;75;0;25;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;4;;
2020;IDF-07;11107;HAUTS-DE-SEINE;324;29;96;449;13964;1048;7400;22412;87957;4061;26691;118709;23;6;12;41;2145;935;1737;4817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;339;2983;104337;8338;42;333;171;106079;;;;;;;2;17807;241;2;15552;145;;;;;;;1;829;;;;8;18234;332;;;;3;7;;2;2;;;1;;1;;11;2;;4;1;;21;7;;3042;4389;56;2;1553;9;475;;372;328;504;2426824;0;0;0;33.3;83.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;8;;
2020;IDF-08;11108;93/95;624;106;150;880;23881;5562;13808;43251;160521;18384;44189;223094;66;37;16;119;4000;1863;659;6522;114;10;0;124;102;10;0;112;687;23;;710;42;46;0;88;13429;5518;;18947;3;0;3;882;;882;464;19;;483;2878;5713;;8556;3387;5801;;9145;189;1411;65121;6396;35;220;104;71973;20;91;4983;72;;;4;43606;463;3;15740;113;1;;;;;;1;1338;;;;8;71732;837;1;1297;7;3;12;3;3;3;2;2;7;0;1;;25;8;2;2;1;0;39;6;0;8930;5731;652;27;4430;27;912;130;196;220;155;12144449;50;50;0;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;3;;1
2020;IDF-09;11109;93 EST;770;154;171;1095;31895;7311;13426;52632;222554;31964;51251;305769;52;35;8;95;4933;6831;1178;12942;95;18;;113;74;8;;82;789;54;;843;65;26;;91;6184;3710;;9894;0;0;0;0;0;0;556;35;;591;3175;2729;;5904;3824;2835;;6659;183;1747;45558;4919;33;41;16;14650;20;317;6490;216;;;5;43404;2235;4;10222;430;2;3678;;;;;1;681;;;;12;100032;4173;3;2491;3;7;18;1;4;2;4;0;9;0;0;0;35;3;3;5;3;1;37;22;4;13082;6153;2881;231;7934;114;1107;113;189;41;53;19582864;66.7;33.3;0;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;4;;
2020;IDF-10;11210;94 NORD;21;;48;69;505;0;4680;5185;6839;0;13755;20594;2;;2;4;112;0;569;681;513;7;;520;374;;;374;4279;0;;4279;224;45;;269;22065;4448;;26513;7;;7;700;0;700;2494;0;;2494;12709;4488;;17174;16021;4666;;20652;271;2061;66299;24240;137;42;6;13804;;;;;;;;;;;;;;;;;;;;;;;;3;6279;0;;;;1;1;;1;1;;;1;;1;;4;1;;1;;;4;;;203;2862;;;204;17;69;487;271;42;;2489182;0;0;0;0;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;1;1;1
