AN;NOM_COURT_GHT;CODE_GHT;NOM_COMPLET_GHT;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;CAP_HTP_GEN;CAP_HTP_INF;CAP_HTP_PEN;CAP_HTP_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;FIL_TPL_GEN;FIL_TPL_INF;FIL_TPL_PEN;FIL_TPL_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;JOU_USLD;PLATOT_HAD;SEJ_HAD;JOU_HAD;FIL_HAD;BIO_B2;BIO_B3;NB_SCAN;ACT_SCAN;ACTNUI_SCAN;NB_IRM;ACT_IRM;ACTNUI_IRM;NB_CAM;ACT_CAM;ACTNUI_CAM;NB_TOMO;ACT_TOMO;ACTNUI_TOMO;NB_MAMM;ACTEX_MAMM;NB_LITHO;ACT_LITHO;ACTNUI_LITHO;NB_RADIO;ACT_RADIO;ACTNUI_RADIO;NB_VASC;ACT_VASC;ACTNUI_VASC;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_C10;BLOCS_C11;BLOCS_C12;BLOCS_C13;BLOCS_C14;BLOCS_C15;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A10;PHARMA_A16_POURCENTOUI;PHARMA_A17_POURCENTOUI;PHARMA_A18_POURCENTOUI;PHARMA_A19_POURCENTOUI;PHARMA_A20_POURCENTOUI;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;INTTOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRINF;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRINF;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;NB_ETAB;NB_CHRCHU;NB_CH;NB_CHS;NB_AUT
2020;IDF-11;11111;94 EST;543;127;140;810;22853;7584;10604;41041;147342;30150;43583;221075;79;50;6;135;6733;8371;817;15921;34;;;34;24;;;24;272;;;272;10;43;;53;1772;3728;;5500;0;;0;0;;0;171;;;171;2436;3989;;6425;2633;4097;;6730;72;737;19528;0;0;46;23;15212;;;;;;;4;49956;5939;4;13232;40;;;;;;;1;3544;;;;9;76125;9361;1;337;;5;20;2;3;3;1;0;3;0;0;0;27;5;0;4;2;0;33;12;0;15994;5423;618;41;6618;69;810;32;72;46;46;20469494;50;50;50;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;2;;1
2020;IDF-12;11212;PSY SUD PARIS;4;0;0;4;584;0;0;584;1125;0;0;1125;;;;;0;0;0;0;711;95;48;854;549;81;48;678;8871;1489;1150;11510;215;81;45;341;28319;7052;10927;46298;19;;19;7856;0;7856;3155;278;230;3654;5007;6490;172;11605;21206;6895;3996;31989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;215;;;;295175;0;0;0;0;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;4;
2020;IDF-13;11113;SUD VAL D'OISE NORD HAUTS-DE-SEINE;697;120;119;936;34540;5489;9790;49819;203009;26316;36139;265464;58;32;5;95;10238;3358;2122;15718;448;17;;465;401;17;;418;3304;376;;3680;214;49;;263;22677;5671;;28348;11;5;16;2232;188;2420;1572;99;;1668;11651;5481;1354;18450;15412;5761;1354;22485;343;3099;94024;5750;32;271;112;79879;40;568;8224;497;;;5;46866;467;5;11639;18;;;;;;;2;6283;;;;14;102107;842;2;3787;12;4;17;3;5;3;4;1;5;1;2;0;33;8;;4;3;;43;15;;11325;5695;1644;365;7825;59;936;410;343;271;813;41794204;16.7;0;0;50;83.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;4;2;
2020;IDF-14;11114;NORD OUEST VAL D'OISE;505;90;111;706;21951;5293;7306;34550;140182;22111;30050;192343;27;30;10;67;3674;4237;1858;9769;141;10;;151;110;10;;120;934;77;;1011;89;53;;142;9847;5331;;15178;2;;2;0;;0;640;54;0;683;3774;2096;173;5804;4430;2150;173;6636;307;3078;83930;3653;48;103;41;33409;;;;;;;3;20841;389;2;5285;17;3;2919;9;1;5915;6;1;420;;;;17;64736;1075;1;164;0;3;17;1;3;2;2;0;7;0;0;0;29;3;5;3;2;0;38;7;0;10957;4659;1133;224;5218;47;725;176;302;103;416;20588565;25;0;0;50;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;7;;
2020;IDF-15;11115;PARIS PSYCHIATRIE ET NEUROSCIENCES;53;55;0;108;2059;926;0;2985;16721;9642;0;26363;13;0;0;13;6948;0;0;6948;1185;61;0;1246;941;35;0;976;10872;419;0;11291;302;120;0;422;26299;6340;0;32639;18;0;18;652;0;652;6782;149;0;6923;39239;7666;1980;48363;47247;7964;1980;56659;10;70;3528;1547;8;114;9;39665;;;;;;;1;4180;;2;10152;;;;;;;;;;;;;1;1950;;1;840;;1;3;3;;;1;1;;;;;4;4;;2;1;;12;6;;485;0;1;21;104;0;123;758;18;114;146;6058850;100;0;0;0;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;;1
2020;IDF-16;11116;PROVINS EST SEINE-ET-MARNE;119;36;15;170;5515;1776;993;8284;36138;9151;3415;48704;7;10;3;20;298;3030;126;3454;31;;;31;25;;;25;288;;;288;10;;;10;1309;;;1309;;;;;;;243;;;243;745;;;745;989;;;989;54;529;16539;1276;2;;;;;;;;;;2;16015;1148;2;5491;529;;;;;;;;;;;;2;20336;1616;;;;1;4;;1;1;;;1;;;;6;1;;1;1;;7;7;;4124;387;29;1;3198;80;170;31;54;;150;2367600;100;0;0;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;
2020;MAR-01;02101;CENTRE SUD;74;;;74;1400;0;0;1400;13897;0;0;13897;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;165;1248;46593;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;;144;;89;422313;0;0;0;0;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;5;;
2020;NA-01;75101;CHARENTE;511;70;40;621;29608;4318;2757;36683;134881;18146;9795;162822;43;19;0;62;2154;3165;0;5319;244;11;0;255;227;10;0;237;2164;192;0;2356;73;83;0;156;2129;3296;0;5425;0;0;0;0;0;0;1242;121;;1404;10721;1704;469;12216;11603;2086;479;13103;321;2726;84042;4417;29;295;191;99763;;;;;;;6;34615;233;3;9526;23;2;5362;;1;2932;;5;7093;1;26;;14;86832;647;2;4339;;7;8;1;2;2;2;1;5;;1;;18;4;;2;;;15;;;7650;1649;1656;14;3714;27;641;277;321;295;1496;16807093;28.6;0;14.3;28.6;85.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;8;1;
2020;NA-02;75102;ATLANTIQUE 17;630;139;60;829;28870;8183;4824;41877;174820;36835;17104;228759;44;42;2;88;5377;9792;723;15892;231;16;;247;214;16;;230;2105;413;;2518;84;67;;151;8514;5841;;14355;;7;7;;118;118;1367;91;;1455;7996;1726;278;9846;9911;2089;282;11986;243;2422;76336;956;6;142;46;48934;90;1285;30465;738;;;5;26115;400;5;11137;17;;;;;;;2;4158;;;;10;79554;921;3;1687;;4;17;3;2;2;5;0;7;1;;;31;6;;3;;;29;;;16905;2193;2181;440;8006;119;920;230;243;142;811;45216537;50;0;0;50;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;8;;
2020;NA-03;75103;SAINTONGE;463;73;24;560;21765;5375;1790;28930;146758;21991;6486;175235;24;17;0;41;1011;5998;0;7009;108;9;;117;108;;;108;938;0;0;938;60;49;;109;4052;5879;0;9931;2;;2;2;0;2;682;0;0;682;6155;2571;383;9932;7705;3019;383;10972;269;2571;83421;7743;21;95;46;33239;90;1363;27761;637;;;4;30893;560;2;5549;5;;;;;;;3;1538;;;;14;68056;573;1;945;5;7;13;4;1;1;2;0;4;1;1;0;21;6;1;4;0;0;31;0;0;8886;879;2038;19;7193;65;570;128;270;95;867;16988045;60;0;20;80;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;8;;1
2020;NA-04;75104;LIMOUSIN;1533;423;168;2124;67959;18670;9266;95895;430372;89901;33667;553940;169;99;15;283;20098;15888;2639;38625;483;43;4;530;480;30;4;514;4891;315;21;5227;417;81;;498;30290;3840;;34130;4;0;4;31;0;31;3540;150;16;3687;20858;3077;243;23900;25559;3497;267;29050;875;8593;241859;10807;64;868;605;297283;159;2030;53204;991;;;10;108534;1377;7;47281;391;3;7099;0;1;5174;0;8;10778;1;58;0;35;223391;1259;6;14249;18;21;53;11;4;3;6;4;16;0;1;0;80;18;2;13;5;1;86;24;1;37230;4377;4792;968;22678;423;2155;514;857;838;2498;70079981;29.4;5.9;17.6;47.1;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;3;23;2;5
2020;NA-05;75105;DORDOGNE;557;119;70;746;27022;4576;4451;36049;161637;26225;11948;199810;48;32;0;80;2522;5314;0;7836;314;6;;320;306;6;;312;2973;81;;3054;117;51;;168;13209;5381;;18590;4;0;4;0;;0;1942;58;6;1998;10478;2915;933;13284;12770;3119;942;15793;423;3592;115109;2579;20;240;119;84244;79;980;28909;649;;;4;38567;673;5;18826;87;;;;;;;2;1075;;;;6;104606;746;2;3670;;3;15;5;3;2;1;;2;1;1;;22;8;4;3;2;1;35;30;5;10467;1824;1638;201;5646;30;759;312;435;240;1712;15491214;9.1;0;0;27.3;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;11;1;
2020;NA-06;75106;ALLIANCE DE GIRONDE;2024;944;237;3205;120572;33840;15156;169568;638932;181133;59817;879882;304;101;28;433;40270;21434;5477;67181;1020;96;40;1156;964;38;40;1042;7183;769;255;8207;304;227;5;536;33408;13475;0;46883;0;0;0;0;0;0;5092;310;201;5589;27475;8012;1243;36508;34573;8896;1444;44604;401;3206;106228;6368;31;250;125;85472;40;489;11257;365;;;12;164481;2646;11;63209;620;5;6153;;2;7799;;5;4235;;;;41;188389;1925;6;9804;49;18;76;5;8;1;2;0;11;0;3;0;100;6;3;15;2;1;140;10;10;70749;8745;7307;4309;20823;1562;3245;1169;419;250;1444;47032933;30;10;10;50;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;5;9;2;1
2020;NA-07;75107;LANDES;447;137;45;629;24205;8552;3184;35941;136677;39806;11838;188321;60;37;5;102;5242;7134;845;13221;214;12;;226;198;12;;210;1539;98;;1637;56;50;;106;5886;5137;;11023;3;;3;36;;36;1144;62;0;1252;9939;3221;11;11807;10838;3441;705;13452;270;1819;63987;5607;42;249;187;78094;;;;;;;4;33790;632;3;15402;143;2;11040;0;;;;1;201;;;;10;51245;897;1;1296;;4;14;2;2;1;1;;5;;1;;23;3;;2;2;;21;1;;16253;2014;921;656;8763;144;644;216;270;249;1356;26421704;50;0;25;50;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;7;;2
2020;NA-08;75108;LOT-ET-GARONNE;498;68;64;630;25812;3347;3543;32702;142683;14552;12117;169352;66;26;2;94;3324;6772;159;10255;246;16;;262;231;16;;247;2160;401;;2561;76;69;;145;8850;5707;;14557;4;2;6;0;0;0;1334;124;;1453;7168;2496;;9587;8752;2807;;11474;238;2631;63489;971;18;134;58;47974;;;;;;;4;54579;3176;4;27073;454;3;10567;;1;3841;;1;1288;;;;11;89848;4099;;;;3;11;2;2;1;;;2;1;;;15;4;;2;2;;24;1;;10204;1193;74;262;3910;21;718;302;213;134;881;21801541;50;0;16.7;42.9;85.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;8;1;2
2020;NA-09;75109;NAVARRE-CÔTE BASQUE;351;128;42;521;22698;6835;2911;32444;109250;31155;12324;152729;29;27;1;57;3637;6095;16;9748;115;8;;123;107;8;;115;1083;126;;1209;20;32;;52;1800;2524;;4324;10;;10;9;;9;1104;89;2;1185;4005;1095;281;5323;5248;1278;297;6741;85;556;21675;2393;15;150;67;49351;6;202;2559;167;;;3;37050;355;3;14531;134;4;10355;53;1;4811;35;2;1579;;;;5;41265;362;1;3285;16;2;13;2;2;1;2;1;3;;;;20;4;;3;;;27;4;;11554;2063;36;577;6755;85;528;131;85;150;264;32066180;33.3;33.3;33.3;66.7;66.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;4;;
2020;NA-10;75110;BÉARN-SOULE;448;138;40;626;28189;6304;3308;37801;137541;30099;11750;179390;78;29;5;112;6748;4163;436;11347;287;32;;319;269;29;;298;1741;215;0;1956;181;56;;237;14646;3861;0;18507;30;2;32;4221;0;4221;1249;113;0;1354;7824;2413;489;10493;9900;2864;540;12858;210;1860;62456;1667;22;252;136;82969;113;1029;29566;587;;;4;37307;759;2;7722;57;3;6705;;1;1535;;1;1501;;;;11;51231;440;3;3546;14;5;16;3;1;1;3;0;3;0;4;0;27;4;0;3;0;0;23;0;0;13523;1442;2068;584;4723;50;679;320;204;332;763;26680902;28.6;14.3;14.3;42.9;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;4;1;2
2020;NA-11;75111;DEUX SÈVRES;501;147;57;705;25415;7902;3126;36443;155170;37285;10873;203328;45;40;5;90;2648;6186;592;9426;255;16;;271;220;15;;235;1592;150;;1742;126;53;;179;11993;4374;;16367;10;;10;1;0;1;1076;94;;1166;11310;2978;;14196;12981;3356;;16265;309;2917;98991;1452;12;203;135;63852;80;873;33013;556;;;5;68771;444;4;29069;23;;;;;;;2;2199;;;;12;87904;792;1;1925;9;3;15;4;3;3;1;;2;;1;;22;7;2;4;3;2;37;6;5;12784;1563;1310;416;7317;204;706;260;351;243;892;19856900;66.7;0;33.3;40;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;9;;
2020;NA-12;75112;VIENNE;866;289;67;1222;45256;13936;4718;63910;269329;71785;20688;361802;91;54;11;156;15338;8489;1036;24863;394;50;0;444;297;28;0;325;2963;445;;3408;103;101;20;224;5964;5494;6299;17757;8;0;8;26;;26;1810;164;;1946;13511;2719;1196;17146;16146;3316;1388;20361;277;3903;89209;2135;12;213;169;71961;107;2577;26282;1069;;;7;43860;627;7;19258;78;4;7206;49;2;7184;15;5;3885;2;112;0;17;116982;1251;2;1667;0;9;33;4;2;1;2;1;6;;7;;50;6;1;5;3;0;45;24;0;28217;2670;3645;1045;11196;319;1206;360;271;213;597;58918854;50;25;25;50;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;3;2;1;
2020;NOR-01;28101;LES COLLINES DE NORMANDIE;248;34;20;302;13930;1769;1484;17183;75968;8794;4837;89599;18;12;;30;2002;2516;0;4518;40;;;40;40;;;40;382;;;382;20;;;20;1758;;;1758;;;;5;;5;235;;;235;2661;;;2661;2897;;;2897;100;1346;34740;0;0;30;34;10454;55;512;14482;368;;;1;4953;83;;;;;;;;;;;;;;;8;45281;411;;;;2;4;1;1;;0;;3;1;0;;8;2;;1;1;;11;;;3817;639;27;0;2745;31;363;40;120;30;677;5137292;66.7;0;0;33.3;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;6;;
2020;NOR-02;28102;ORNE-PERCHE-SAOSNOIS;280;56;20;356;11789;2154;1034;14977;79744;12582;3273;95599;12;8;0;20;3368;1295;429;5092;162;7;;169;142;5;;147;1178;63;;1241;72;11;;83;5497;392;;5889;;;;0;;0;708;41;18;773;6601;2541;758;9352;7403;2725;776;10154;149;1323;38567;391;2;140;33;48203;;;;;;;1;12817;203;1;4551;20;;;;;;;2;1531;;;;11;42982;451;;;;3;5;;1;;;;2;;1;;9;;;2;;;8;;;4092;565;63;290;2375;36;360;147;149;140;860;4579740;20;0;0;40;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;5;1;1
2020;NOR-03;28103;COTENTIN;334;41;40;415;16582;2426;2515;21523;92499;11173;9344;113016;22;12;1;35;996;1578;204;2778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;1114;31673;0;;;;;48;792;9968;331;;;3;22208;274;2;6549;35;;;;;;;1;3213;;;;5;53987;604;1;208;;2;4;1;2;2;;;;;;;6;3;;2;2;;10;4;;4734;1380;243;6;3018;5;451;;90;;347;9797926;100;0;0;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;
2020;NOR-04;28104;CAUX MARITIME;225;54;29;308;10705;2581;2015;15301;63860;10195;6568;80623;24;8;0;32;1113;1906;0;3019;73;7;;80;73;0;;73;1205;;;1205;22;18;;40;745;3827;;4572;;;;;;;720;5;;725;3487;753;;4240;4262;782;;5044;116;1338;37572;1626;10;130;100;44480;;;;;;;2;16088;204;2;4430;;;;;;;;1;1428;;;;3;35039;942;;;;1;6;1;1;1;0;;0;;0;;7;2;;1;;;13;;;4133;916;160;1;2999;20;327;120;116;130;559;2583529;33.3;0;0;33.3;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;4;;
2020;NOR-05;28105;CENTRE MANCHE;309;63;29;401;15563;3126;2284;20973;90429;15965;8908;115302;20;12;0;32;1184;1984;308;3476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;892;35342;0;0;95;59;32819;45;587;13680;433;;;2;32940;350;1;9524;14;;;;;;;1;421;;;;6;38270;454;1;8;;1;6;6;2;2;0;0;1;1;0;0;9;9;;1;1;;12;12;;5344;1325;255;349;1998;22;463;;75;95;269;11872184;33.3;0;0;33.3;66.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;3;;
2020;NOR-06;28106;NORMANDIE CENTRE;1292;471;153;1916;69211;22657;8512;100380;379068;107524;35277;521869;150;79;2;231;15351;15023;373;30747;370;16;;386;360;16;;376;3930;163;;4093;248;96;6;350;17810;8625;503;26938;14;;14;351;;351;2756;100;;2856;15973;5415;1270;22535;19218;5745;1368;26113;403;3652;112064;5693;34;280;166;94561;60;876;17358;657;;;7;65338;1315;7;21164;38;3;6353;;1;3420;;3;2479;;;;24;149896;1972;3;9511;19;15;46;5;2;2;9;0;8;0;1;;66;7;3;16;2;0;88;3;0;34774;4718;2852;1783;12991;241;2016;378;381;280;1715;67796430;40;10;30;60;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;2;11;1;3
2020;NOR-07;28107;ROUEN CŒUR DE SEINE;946;418;134;1498;62011;19080;7773;88864;295255;104089;29427;428771;113;63;6;182;22188;9235;1375;32798;550;98;8;656;505;20;8;533;5135;124;244;5503;195;88;8;291;21159;10157;1459;32775;0;0;0;0;0;0;3441;55;142;3592;15706;7180;1994;24209;19903;7486;2143;28798;503;4516;156999;769;11;344;110;120048;;;;;;;5;52569;;4;17513;;;;;;;;2;1417;1;237;;16;139045;;3;3403;;12;36;4;5;3;9;1;8;0;1;0;59;8;6;7;3;2;64;26;16;25657;4896;2850;1496;8173;218;1527;560;503;344;1437;62624405;12.5;12.5;12.5;33.3;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;4;7;1;1
2020;NOR-08;28108;ESTUAIRE DE LA SEINE;679;99;96;874;35278;5297;6051;46626;194652;23911;19997;238560;45;30;6;81;4827;3795;378;9000;239;49;4;292;209;8;4;221;1883;161;19;2063;169;79;;248;6260;965;;7225;;;;;;;1275;108;0;1382;9405;5018;668;14689;10680;5126;668;16071;275;2335;82267;6875;39;248;156;89109;60;713;16048;546;;;6;37017;485;6;18983;50;;;;1;;;1;1409;;;;13;72470;1380;1;1956;;5;13;4;4;4;1;0;2;0;10;7;30;15;0;5;1;0;36;3;0;8890;3149;1067;100;4965;72;913;231;265;258;889;18576991;60;0;0;60;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;8;;1
2020;NOR-09;28109;VAL DE SEINE ET PLATEAUX DE L'EURE;259;62;30;351;13214;3452;2461;19127;67845;13505;9277;90627;13;20;3;36;915;2751;732;4398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;155;1474;52371;1019;8;30;19;10562;30;344;9470;257;;;2;18260;195;2;4280;0;;;;;;;1;364;;;;4;34734;514;;;;1;7;1;1;1;0;0;1;;0;0;9;2;;1;1;;11;1;;5225;1408;107;189;2912;50;351;;155;30;1383;8027297;0;0;50;66.7;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;4;;
